0.00000e+00 5.00000e-01
1.00100e-02 5.01752e-01
2.00200e-02 5.03503e-01
3.00300e-02 5.05255e-01
4.00400e-02 5.07007e-01
5.00501e-02 5.08758e-01
6.00601e-02 5.10509e-01
7.00701e-02 5.12260e-01
8.00801e-02 5.14010e-01
9.00901e-02 5.15761e-01
1.00100e-01 5.17510e-01
1.10110e-01 5.19260e-01
1.20120e-01 5.21009e-01
1.30130e-01 5.22757e-01
1.40140e-01 5.24505e-01
1.50150e-01 5.26252e-01
1.60160e-01 5.27999e-01
1.70170e-01 5.29745e-01
1.80180e-01 5.31490e-01
1.90190e-01 5.33234e-01
2.00200e-01 5.34978e-01
2.10210e-01 5.36721e-01
2.20220e-01 5.38462e-01
2.30230e-01 5.40203e-01
2.40240e-01 5.41943e-01
2.50250e-01 5.43682e-01
2.60260e-01 5.45420e-01
2.70270e-01 5.47157e-01
2.80280e-01 5.48892e-01
2.90290e-01 5.50627e-01
3.00300e-01 5.52360e-01
3.10310e-01 5.54092e-01
3.20320e-01 5.55822e-01
3.30330e-01 5.57552e-01
3.40340e-01 5.59279e-01
3.50350e-01 5.61006e-01
3.60360e-01 5.62731e-01
3.70370e-01 5.64454e-01
3.80380e-01 5.66176e-01
3.90390e-01 5.67896e-01
4.00400e-01 5.69615e-01
4.10410e-01 5.71332e-01
4.20420e-01 5.73047e-01
4.30430e-01 5.74761e-01
4.40440e-01 5.76472e-01
4.50450e-01 5.78182e-01
4.60460e-01 5.79890e-01
4.70470e-01 5.81596e-01
4.80480e-01 5.83300e-01
4.90490e-01 5.85002e-01
5.00501e-01 5.86703e-01
5.10511e-01 5.88401e-01
5.20521e-01 5.90097e-01
5.30531e-01 5.91790e-01
5.40541e-01 5.93482e-01
5.50551e-01 5.95171e-01
5.60561e-01 5.96858e-01
5.70571e-01 5.98543e-01
5.80581e-01 6.00226e-01
5.90591e-01 6.01906e-01
6.00601e-01 6.03584e-01
6.10611e-01 6.05259e-01
6.20621e-01 6.06932e-01
6.30631e-01 6.08602e-01
6.40641e-01 6.10270e-01
6.50651e-01 6.11936e-01
6.60661e-01 6.13598e-01
6.70671e-01 6.15258e-01
6.80681e-01 6.16916e-01
6.90691e-01 6.18570e-01
7.00701e-01 6.20222e-01
7.10711e-01 6.21871e-01
7.20721e-01 6.23517e-01
7.30731e-01 6.25161e-01
7.40741e-01 6.26801e-01
7.50751e-01 6.28439e-01
7.60761e-01 6.30074e-01
7.70771e-01 6.31705e-01
7.80781e-01 6.33334e-01
7.90791e-01 6.34960e-01
8.00801e-01 6.36582e-01
8.10811e-01 6.38202e-01
8.20821e-01 6.39818e-01
8.30831e-01 6.41431e-01
8.40841e-01 6.43041e-01
8.50851e-01 6.44648e-01
8.60861e-01 6.46252e-01
8.70871e-01 6.47852e-01
8.80881e-01 6.49449e-01
8.90891e-01 6.51042e-01
9.00901e-01 6.52632e-01
9.10911e-01 6.54219e-01
9.20921e-01 6.55803e-01
9.30931e-01 6.57383e-01
9.40941e-01 6.58959e-01
9.50951e-01 6.60532e-01
9.60961e-01 6.62101e-01
9.70971e-01 6.63667e-01
9.80981e-01 6.65229e-01
9.90991e-01 6.66788e-01
1.00100e+00 6.68343e-01
1.01101e+00 6.69894e-01
1.02102e+00 6.71442e-01
1.03103e+00 6.72986e-01
1.04104e+00 6.74526e-01
1.05105e+00 6.76063e-01
1.06106e+00 6.77595e-01
1.07107e+00 6.79124e-01
1.08108e+00 6.80649e-01
1.09109e+00 6.82170e-01
1.10110e+00 6.83688e-01
1.11111e+00 6.85201e-01
1.12112e+00 6.86710e-01
1.13113e+00 6.88216e-01
1.14114e+00 6.89717e-01
1.15115e+00 6.91215e-01
1.16116e+00 6.92709e-01
1.17117e+00 6.94198e-01
1.18118e+00 6.95684e-01
1.19119e+00 6.97165e-01
1.20120e+00 6.98642e-01
1.21121e+00 7.00115e-01
1.22122e+00 7.01585e-01
1.23123e+00 7.03050e-01
1.24124e+00 7.04510e-01
1.25125e+00 7.05967e-01
1.26126e+00 7.07419e-01
1.27127e+00 7.08867e-01
1.28128e+00 7.10311e-01
1.29129e+00 7.11751e-01
1.30130e+00 7.13187e-01
1.31131e+00 7.14618e-01
1.32132e+00 7.16045e-01
1.33133e+00 7.17467e-01
1.34134e+00 7.18885e-01
1.35135e+00 7.20299e-01
1.36136e+00 7.21709e-01
1.37137e+00 7.23114e-01
1.38138e+00 7.24515e-01
1.39139e+00 7.25911e-01
1.40140e+00 7.27303e-01
1.41141e+00 7.28690e-01
1.42142e+00 7.30073e-01
1.43143e+00 7.31452e-01
1.44144e+00 7.32826e-01
1.45145e+00 7.34196e-01
1.46146e+00 7.35561e-01
1.47147e+00 7.36922e-01
1.48148e+00 7.38278e-01
1.49149e+00 7.39630e-01
1.50150e+00 7.40977e-01
1.51151e+00 7.42319e-01
1.52152e+00 7.43657e-01
1.53153e+00 7.44991e-01
1.54154e+00 7.46320e-01
1.55155e+00 7.47644e-01
1.56156e+00 7.48964e-01
1.57157e+00 7.50279e-01
1.58158e+00 7.51589e-01
1.59159e+00 7.52895e-01
1.60160e+00 7.54197e-01
1.61161e+00 7.55493e-01
1.62162e+00 7.56785e-01
1.63163e+00 7.58073e-01
1.64164e+00 7.59355e-01
1.65165e+00 7.60634e-01
1.66166e+00 7.61907e-01
1.67167e+00 7.63176e-01
1.68168e+00 7.64440e-01
