0 5.54904e-06 -1.39709e-05 -8.42189e-06 0 0
0.0001 5.54905e-06 -1.39709e-05 -8.42189e-06 0 0
0.0002 5.54907e-06 -1.3971e-05 -8.42189e-06 0 0
0.0003 5.54909e-06 -1.3971e-05 -8.42189e-06 0 0
0.0004 5.54913e-06 -1.3971e-05 -8.42189e-06 0 0
0.0005 5.54918e-06 -1.39711e-05 -8.42189e-06 0 0
0.0006 5.54925e-06 -1.39711e-05 -8.42189e-06 0 0
0.0007 5.54932e-06 -1.39712e-05 -8.42189e-06 0 0
0.0008 5.5494e-06 -1.39713e-05 -8.42189e-06 0 0
0.0009 5.5495e-06 -1.39714e-05 -8.42189e-06 0 0
0.001 5.5496e-06 -1.39715e-05 -8.42189e-06 0 0
0.0011 5.54972e-06 -1.39716e-05 -8.42189e-06 0 0
0.0012 5.54985e-06 -1.39717e-05 -8.42189e-06 0 0
0.0013 5.54999e-06 -1.39719e-05 -8.42189e-06 0 0
0.0014 5.55014e-06 -1.3972e-05 -8.42189e-06 0 0
0.0015 5.5503e-06 -1.39722e-05 -8.42189e-06 0 0
0.0016 5.55047e-06 -1.39724e-05 -8.42189e-06 0 0
0.0017 5.55066e-06 -1.39725e-05 -8.42189e-06 0 0
0.0018 5.55085e-06 -1.39727e-05 -8.42189e-06 0 0
0.0019 5.55106e-06 -1.39729e-05 -8.42189e-06 0 0
0.002 5.55128e-06 -1.39732e-05 -8.42189e-06 0 0
0.0021 5.5515e-06 -1.39734e-05 -8.42189e-06 0 0
0.0022 5.55174e-06 -1.39736e-05 -8.42189e-06 0 0
0.0023 5.552e-06 -1.39739e-05 -8.42189e-06 0 0
0.0024 5.55226e-06 -1.39741e-05 -8.42189e-06 0 0
0.0025 5.55253e-06 -1.39744e-05 -8.42189e-06 0 0
0.0026 5.55282e-06 -1.39747e-05 -8.42189e-06 0 0
0.0027 5.55311e-06 -1.3975e-05 -8.42189e-06 0 0
0.0028 5.55342e-06 -1.39753e-05 -8.42189e-06 0 0
0.0029 5.55374e-06 -1.39756e-05 -8.42189e-06 0 0
0.003 5.55407e-06 -1.3976e-05 -8.42189e-06 0 0
0.0031 5.55441e-06 -1.39763e-05 -8.42189e-06 0 0
0.0032 5.55476e-06 -1.39766e-05 -8.42189e-06 0 0
0.0033 5.55512e-06 -1.3977e-05 -8.42189e-06 0 0
0.0034 5.5555e-06 -1.39774e-05 -8.42189e-06 0 0
0.0035 5.55588e-06 -1.39778e-05 -8.42189e-06 0 0
0.0036 5.55628e-06 -1.39782e-05 -8.42189e-06 0 0
0.0037 5.55668e-06 -1.39786e-05 -8.42189e-06 0 0
0.0038 5.5571e-06 -1.3979e-05 -8.42189e-06 0 0
0.0039 5.55753e-06 -1.39794e-05 -8.42189e-06 0 0
0.004 5.55797e-06 -1.39799e-05 -8.42189e-06 0 0
0.0041 5.55843e-06 -1.39803e-05 -8.42189e-06 0 0
0.0042 5.55889e-06 -1.39808e-05 -8.42189e-06 0 0
0.0043 5.55936e-06 -1.39813e-05 -8.42189e-06 0 0
0.0044 5.55985e-06 -1.39817e-05 -8.42189e-06 0 0
0.0045 5.56035e-06 -1.39822e-05 -8.42189e-06 0 0
0.0046 5.56086e-06 -1.39827e-05 -8.42189e-06 0 0
0.0047 5.56138e-06 -1.39833e-05 -8.42189e-06 0 0
0.0048 5.56191e-06 -1.39838e-05 -8.42189e-06 0 0
0.0049 5.56245e-06 -1.39843e-05 -8.42189e-06 0 0
0.005 5.563e-06 -1.39849e-05 -8.42189e-06 0 0
0.0051 5.56357e-06 -1.39855e-05 -8.42189e-06 0 0
0.0052 5.56414e-06 -1.3986e-05 -8.42189e-06 0 0
0.0053 5.56473e-06 -1.39866e-05 -8.42189e-06 0 0
0.0054 5.56533e-06 -1.39872e-05 -8.42189e-06 0 0
0.0055 5.56593e-06 -1.39878e-05 -8.42189e-06 0 0
0.0056 5.56655e-06 -1.39884e-05 -8.42189e-06 0 0
0.0057 5.56719e-06 -1.39891e-05 -8.42189e-06 0 0
0.0058 5.56783e-06 -1.39897e-05 -8.42189e-06 0 0
0.0059 5.56848e-06 -1.39904e-05 -8.42189e-06 0 0
0.006 5.56915e-06 -1.3991e-05 -8.42189e-06 0 0
0.0061 5.56982e-06 -1.39917e-05 -8.42189e-06 0 0
0.0062 5.57051e-06 -1.39924e-05 -8.42189e-06 0 0
0.0063 5.57121e-06 -1.39931e-05 -8.42189e-06 0 0
0.0064 5.57192e-06 -1.39938e-05 -8.42189e-06 0 0
0.0065 5.57264e-06 -1.39945e-05 -8.42189e-06 0 0
0.0066 5.57337e-06 -1.39953e-05 -8.42189e-06 0 0
0.0067 5.57412e-06 -1.3996e-05 -8.42189e-06 0 0
0.0068 5.57487e-06 -1.39968e-05 -8.42189e-06 0 0
0.0069 5.57564e-06 -1.39975e-05 -8.42189e-06 0 0
0.007 5.57642e-06 -1.39983e-05 -8.42189e-06 0 0
0.0071 5.57721e-06 -1.39991e-05 -8.42189e-06 0 0
0.0072 5.57801e-06 -1.39999e-05 -8.42189e-06 0 0
0.0073 5.57882e-06 -1.40007e-05 -8.42189e-06 0 0
0.0074 5.57964e-06 -1.40015e-05 -8.42189e-06 0 0
0.0075 5.58047e-06 -1.40024e-05 -8.42189e-06 0 0
0.0076 5.58132e-06 -1.40032e-05 -8.42189e-06 0 0
0.0077 5.58217e-06 -1.40041e-05 -8.42189e-06 0 0
0.0078 5.58304e-06 -1.40049e-05 -8.42189e-06 0 0
0.0079 5.58392e-06 -1.40058e-05 -8.42189e-06 0 0
0.008 5.58481e-06 -1.40067e-05 -8.42189e-06 0 0
0.0081 5.58571e-06 -1.40076e-05 -8.42189e-06 0 0
0.0082 5.58663e-06 -1.40085e-05 -8.42189e-06 0 0
0.0083 5.58755e-06 -1.40094e-05 -8.42189e-06 0 0
0.0084 5.58848e-06 -1.40104e-05 -8.42189e-06 0 0
0.0085 5.58943e-06 -1.40113e-05 -8.42189e-06 0 0
0.0086 5.59039e-06 -1.40123e-05 -8.42189e-06 0 0
0.0087 5.59136e-06 -1.40132e-05 -8.42189e-06 0 0
0.0088 5.59234e-06 -1.40142e-05 -8.42189e-06 0 0
0.0089 5.59333e-06 -1.40152e-05 -8.42189e-06 0 0
0.009 5.59433e-06 -1.40162e-05 -8.42189e-06 0 0
0.0091 5.59535e-06 -1.40172e-05 -8.42189e-06 0 0
0.0092 5.59637e-06 -1.40183e-05 -8.42189e-06 0 0
0.0093 5.59741e-06 -1.40193e-05 -8.42189e-06 0 0
0.0094 5.59846e-06 -1.40203e-05 -8.42189e-06 0 0
0.0095 5.59952e-06 -1.40214e-05 -8.42189e-06 0 0
0.0096 5.60059e-06 -1.40225e-05 -8.42189e-06 0 0
0.0097 5.60167e-06 -1.40236e-05 -8.42189e-06 0 0
0.0098 5.60276e-06 -1.40247e-05 -8.42189e-06 0 0
0.0099 5.60387e-06 -1.40258e-05 -8.42189e-06 0 0
0.01 5.60499e-06 -1.40269e-05 -8.42189e-06 0 0
