0 0 0 0 -nan 1.49679e-13 0 
0.0001 1.49694e-13 8.76351e-17 1.49694e-13 0.0335426 2.99373e-09 2.62905e-12 
0.0002 5.98745e-13 7.01081e-16 5.98745e-13 0.0670886 5.9873e-09 1.05162e-11 
0.0003 1.34715e-12 2.36615e-15 1.34715e-12 0.100635 8.98086e-09 2.36615e-11 
0.0004 2.39492e-12 5.60866e-15 2.39492e-12 0.134181 1.19744e-08 4.2065e-11 
0.0005 3.74203e-12 1.09544e-14 3.74205e-12 0.167727 1.49679e-08 6.57268e-11 
0.0006 5.3885e-12 1.89293e-14 5.38854e-12 0.201274 1.79614e-08 9.46468e-11 
0.0007 7.33432e-12 3.00591e-14 7.33438e-12 0.23482 2.09549e-08 1.28825e-10 
0.0008 9.57949e-12 4.48696e-14 9.57959e-12 0.268367 2.39484e-08 1.68262e-10 
0.0009 1.2124e-11 6.38868e-14 1.21242e-11 0.301915 2.69418e-08 2.12958e-10 
0.001 1.49678e-11 8.76365e-14 1.49681e-11 0.335462 2.99352e-08 2.62912e-10 
0.0011 1.8111e-11 1.16645e-13 1.81114e-11 0.36901 3.29285e-08 3.18126e-10 
0.0012 2.15535e-11 1.51437e-13 2.15541e-11 0.402558 3.59218e-08 3.78599e-10 
0.0013 2.52954e-11 1.9254e-13 2.52961e-11 0.436107 3.8915e-08 4.4433e-10 
0.0014 2.93365e-11 2.40478e-13 2.93375e-11 0.469656 4.19082e-08 5.15322e-10 
0.0015 3.3677e-11 2.95779e-13 3.36783e-11 0.503206 4.49013e-08 5.91573e-10 
0.0016 3.83168e-11 3.58968e-13 3.83185e-11 0.536756 4.78943e-08 6.73085e-10 
0.0017 4.32559e-11 4.30572e-13 4.3258e-11 0.570307 5.08873e-08 7.59857e-10 
0.0018 4.84943e-11 5.11115e-13 4.8497e-11 0.603858 5.38802e-08 8.51889e-10 
0.0019 5.40319e-11 6.01125e-13 5.40353e-11 0.63741 5.6873e-08 9.49182e-10 
0.002 5.98689e-11 7.01127e-13 5.9873e-11 0.670963 5.98657e-08 1.05174e-09 
0.0021 6.60051e-11 8.11648e-13 6.60101e-11 0.704516 6.28584e-08 1.15955e-09 
0.0022 7.24405e-11 9.33213e-13 7.24465e-11 0.73807 6.58509e-08 1.27263e-09 
0.0023 7.91752e-11 1.06635e-12 7.91824e-11 0.771625 6.88434e-08 1.39097e-09 
0.0024 8.62092e-11 1.21158e-12 8.62177e-11 0.805181 7.18357e-08 1.51457e-09 
0.0025 9.35424e-11 1.36944e-12 9.35524e-11 0.838737 7.4828e-08 1.64344e-09 
0.0026 1.01175e-10 1.54045e-12 1.01187e-10 0.872295 7.78201e-08 1.77757e-09 
0.0027 1.09106e-10 1.72513e-12 1.0912e-10 0.905853 8.08121e-08 1.91696e-09 
0.0028 1.17337e-10 1.92401e-12 1.17353e-10 0.939412 8.3804e-08 2.06162e-09 
0.0029 1.25867e-10 2.13763e-12 1.25885e-10 0.972973 8.67957e-08 2.21154e-09 
0.003 1.34696e-10 2.3665e-12 1.34717e-10 1.00653 8.97874e-08 2.36673e-09 
0.0031 1.43825e-10 2.61115e-12 1.43848e-10 1.0401 9.27789e-08 2.52719e-09 
0.0032 1.53252e-10 2.87211e-12 1.53279e-10 1.07366 9.57702e-08 2.69291e-09 
0.0033 1.62979e-10 3.14991e-12 1.63009e-10 1.10722 9.87615e-08 2.8639e-09 
0.0034 1.73004e-10 3.44507e-12 1.73039e-10 1.14079 1.01753e-07 3.04015e-09 
0.0035 1.83329e-10 3.75811e-12 1.83368e-10 1.17436 1.04743e-07 3.22167e-09 
0.0036 1.93953e-10 4.08958e-12 1.93996e-10 1.20792 1.07734e-07 3.40847e-09 
0.0037 2.04876e-10 4.43998e-12 2.04924e-10 1.24149 1.10725e-07 3.60053e-09 
0.0038 2.16098e-10 4.80986e-12 2.16152e-10 1.27507 1.13715e-07 3.79786e-09 
0.0039 2.27619e-10 5.19973e-12 2.27678e-10 1.30864 1.16706e-07 4.00046e-09 
0.004 2.39439e-10 5.61013e-12 2.39505e-10 1.34221 1.19696e-07 4.20834e-09 
0.0041 2.51558e-10 6.04157e-12 2.51631e-10 1.37579 1.22686e-07 4.42148e-09 
0.0042 2.63976e-10 6.4946e-12 2.64056e-10 1.40936 1.25675e-07 4.6399e-09 
0.0043 2.76693e-10 6.96973e-12 2.76781e-10 1.44294 1.28665e-07 4.86359e-09 
0.0044 2.89709e-10 7.46749e-12 2.89805e-10 1.47652 1.31654e-07 5.09256e-09 
0.0045 3.03024e-10 7.98842e-12 3.03129e-10 1.5101 1.34643e-07 5.3268e-09 
0.0046 3.16638e-10 8.53303e-12 3.16753e-10 1.54368 1.37632e-07 5.56631e-09 
0.0047 3.30551e-10 9.10186e-12 3.30676e-10 1.57727 1.40621e-07 5.81111e-09 
0.0048 3.44762e-10 9.69543e-12 3.44898e-10 1.61085 1.4361e-07 6.06118e-09 
0.0049 3.59272e-10 1.03143e-11 3.5942e-10 1.64444 1.46598e-07 6.31653e-09 
0.005 3.74082e-10 1.09589e-11 3.74242e-10 1.67803 1.49586e-07 6.57715e-09 
0.0051 3.8919e-10 1.16299e-11 3.89363e-10 1.71162 1.52574e-07 6.84306e-09 
0.0052 4.04596e-10 1.23277e-11 4.04784e-10 1.74521 1.55561e-07 7.11425e-09 
0.0053 4.20302e-10 1.30529e-11 4.20505e-10 1.77881 1.58549e-07 7.39072e-09 
0.0054 4.36306e-10 1.3806e-11 4.36525e-10 1.8124 1.61536e-07 7.67247e-09 
0.0055 4.52609e-10 1.45876e-11 4.52844e-10 1.846 1.64523e-07 7.9595e-09 
0.0056 4.69211e-10 1.53981e-11 4.69463e-10 1.8796 1.6751e-07 8.25182e-09 
0.0057 4.86111e-10 1.62381e-11 4.86382e-10 1.9132 1.70496e-07 8.54943e-09 
0.0058 5.0331e-10 1.71082e-11 5.03601e-10 1.94681 1.73482e-07 8.85232e-09 
0.0059 5.20807e-10 1.80088e-11 5.21119e-10 1.98041 1.76468e-07 9.1605e-09 
0.006 5.38604e-10 1.89404e-11 5.38936e-10 2.01402 1.79454e-07 9.47397e-09 
0.0061 5.56698e-10 1.99037e-11 5.57054e-10 2.04763 1.82439e-07 9.79272e-09 
0.0062 5.75091e-10 2.08992e-11 5.75471e-10 2.08125 1.85424e-07 1.01168e-08 
0.0063 5.93783e-10 2.19272e-11 5.94188e-10 2.11486 1.88409e-07 1.04461e-08 
0.0064 6.12773e-10 2.29885e-11 6.13204e-10 2.14848 1.91394e-07 1.07807e-08 
0.0065 6.32062e-10 2.40836e-11 6.3252e-10 2.1821 1.94378e-07 1.11207e-08 
0.0066 6.51649e-10 2.52129e-11 6.52136e-10 2.21572 1.97362e-07 1.14659e-08 
0.0067 6.71534e-10 2.63769e-11 6.72052e-10 2.24934 2.00345e-07 1.18164e-08 
0.0068 6.91718e-10 2.75763e-11 6.92267e-10 2.28297 2.03329e-07 1.21722e-08 
0.0069 7.122e-10 2.88115e-11 7.12782e-10 2.3166 2.06312e-07 1.25333e-08 
0.007 7.3298e-10 3.00832e-11 7.33597e-10 2.35023 2.09295e-07 1.28997e-08 
0.0071 7.54059e-10 3.13917e-11 7.54712e-10 2.38386 2.12277e-07 1.32714e-08 
0.0072 7.75436e-10 3.27376e-11 7.76126e-10 2.4175 2.15259e-07 1.36484e-08 
0.0073 7.97111e-10 3.41215e-11 7.97841e-10 2.45114 2.18241e-07 1.40308e-08 
0.0074 8.19084e-10 3.55439e-11 8.19855e-10 2.48478 2.21222e-07 1.44184e-08 
0.0075 8.41355e-10 3.70054e-11 8.42168e-10 2.51842 2.24203e-07 1.48113e-08 
0.0076 8.63924e-10 3.85064e-11 8.64782e-10 2.55207 2.27184e-07 1.52095e-08 
0.0077 8.86792e-10 4.00475e-11 8.87696e-10 2.58572 2.30165e-07 1.56131e-08 
0.0078 9.09957e-10 4.16292e-11 9.10909e-10 2.61937 2.33145e-07 1.60219e-08 
0.0079 9.33421e-10 4.3252e-11 9.34422e-10 2.65302 2.36124e-07 1.64361e-08 
0.008 9.57182e-10 4.49166e-11 9.58235e-10 2.68668 2.39104e-07 1.68556e-08 
0.0081 9.81241e-10 4.66233e-11 9.82349e-10 2.72034 2.42083e-07 1.72804e-08 
0.0082 1.0056e-09 4.83728e-11 1.00676e-09 2.754 2.45061e-07 1.77105e-08 
0.0083 1.03025e-09 5.01656e-11 1.03147e-09 2.78767 2.4804e-07 1.81459e-08 
0.0084 1.05521e-09 5.20022e-11 1.05649e-09 2.82134 2.51017e-07 1.85866e-08 
0.0085 1.08046e-09 5.38831e-11 1.0818e-09 2.85501 2.53995e-07 1.90327e-08 
0.0086 1.10601e-09 5.58089e-11 1.10741e-09 2.88869 2.56972e-07 1.9484e-08 
0.0087 1.13185e-09 5.77801e-11 1.13333e-09 2.92236 2.59949e-07 1.99407e-08 
0.0088 1.158e-09 5.97972e-11 1.15954e-09 2.95605 2.62925e-07 2.04028e-08 
0.0089 1.18444e-09 6.18608e-11 1.18605e-09 2.98973 2.65901e-07 2.08701e-08 
0.009 1.21118e-09 6.39714e-11 1.21286e-09 3.02342 2.68876e-07 2.13428e-08 
0.0091 1.23821e-09 6.61295e-11 1.23998e-09 3.05711 2.71851e-07 2.18208e-08 
0.0092 1.26555e-09 6.83357e-11 1.26739e-09 3.0908 2.74826e-07 2.23041e-08 
0.0093 1.29318e-09 7.05905e-11 1.2951e-09 3.1245 2.778e-07 2.27928e-08 
0.0094 1.32111e-09 7.28945e-11 1.32312e-09 3.1582 2.80774e-07 2.32868e-08 
0.0095 1.34933e-09 7.52481e-11 1.35143e-09 3.1919 2.83747e-07 2.37861e-08 
0.0096 1.37786e-09 7.76519e-11 1.38004e-09 3.22561 2.8672e-07 2.42908e-08 
0.0097 1.40668e-09 8.01064e-11 1.40895e-09 3.25932 2.89693e-07 2.48008e-08 
0.0098 1.43579e-09 8.26122e-11 1.43817e-09 3.29303 2.92665e-07 2.53161e-08 
0.0099 1.46521e-09 8.51698e-11 1.46768e-09 3.32675 2.95637e-07 2.58368e-08 
0.01 1.49492e-09 8.77797e-11 1.4975e-09 3.36047 2.98608e-07 2.63628e-08 
0.0101 1.52493e-09 9.04425e-11 1.52761e-09 3.3942 3.01578e-07 2.68942e-08 
0.0102 1.55524e-09 9.31588e-11 1.55802e-09 3.42792 3.04549e-07 2.74309e-08 
0.0103 1.58584e-09 9.59289e-11 1.58874e-09 3.46166 3.07518e-07 2.7973e-08 
0.0104 1.61674e-09 9.87535e-11 1.61975e-09 3.49539 3.10488e-07 2.85204e-08 
0.0105 1.64794e-09 1.01633e-10 1.65107e-09 3.52913 3.13456e-07 2.90732e-08 
0.0106 1.67943e-09 1.04568e-10 1.68268e-09 3.56287 3.16425e-07 2.96313e-08 
0.0107 1.71122e-09 1.0756e-10 1.7146e-09 3.59662 3.19393e-07 3.01948e-08 
0.0108 1.74331e-09 1.10607e-10 1.74682e-09 3.63037 3.2236e-07 3.07636e-08 
0.0109 1.77569e-09 1.13713e-10 1.77933e-09 3.66412 3.25327e-07 3.13378e-08 
0.011 1.80838e-09 1.16875e-10 1.81215e-09 3.69788 3.28293e-07 3.19174e-08 
0.0111 1.84135e-09 1.20096e-10 1.84527e-09 3.73164 3.31259e-07 3.25023e-08 
0.0112 1.87463e-09 1.23376e-10 1.87868e-09 3.76541 3.34224e-07 3.30926e-08 
0.0113 1.9082e-09 1.26715e-10 1.9124e-09 3.79918 3.37189e-07 3.36882e-08 
0.0114 1.94207e-09 1.30114e-10 1.94642e-09 3.83295 3.40153e-07 3.42893e-08 
0.0115 1.97623e-09 1.33573e-10 1.98074e-09 3.86673 3.43117e-07 3.48957e-08 
0.0116 2.01069e-09 1.37093e-10 2.01536e-09 3.90051 3.4608e-07 3.55074e-08 
0.0117 2.04544e-09 1.40675e-10 2.05028e-09 3.9343 3.49043e-07 3.61246e-08 
0.0118 2.0805e-09 1.44318e-10 2.0855e-09 3.96809 3.52005e-07 3.67471e-08 
0.0119 2.11585e-09 1.48024e-10 2.12102e-09 4.00188 3.54966e-07 3.7375e-08 
0.012 2.15149e-09 1.51793e-10 2.15684e-09 4.03568 3.57927e-07 3.80082e-08 
0.0121 2.18743e-09 1.55626e-10 2.19296e-09 4.06948 3.60888e-07 3.86469e-08 
0.0122 2.22367e-09 1.59523e-10 2.22938e-09 4.10329 3.63848e-07 3.92909e-08 
0.0123 2.2602e-09 1.63484e-10 2.26611e-09 4.1371 3.66807e-07 3.99404e-08 
0.0124 2.29703e-09 1.67511e-10 2.30313e-09 4.17092 3.69766e-07 4.05952e-08 
0.0125 2.33415e-09 1.71604e-10 2.34045e-09 4.20474 3.72724e-07 4.12554e-08 
0.0126 2.37157e-09 1.75762e-10 2.37808e-09 4.23856 3.75681e-07 4.1921e-08 
0.0127 2.40929e-09 1.79988e-10 2.416e-09 4.27239 3.78638e-07 4.2592e-08 
0.0128 2.4473e-09 1.84281e-10 2.45423e-09 4.30623 3.81595e-07 4.32684e-08 
0.0129 2.48561e-09 1.88642e-10 2.49276e-09 4.34006 3.8455e-07 4.39502e-08 
0.013 2.52421e-09 1.93071e-10 2.53158e-09 4.37391 3.87506e-07 4.46374e-08 
0.0131 2.56311e-09 1.97569e-10 2.57071e-09 4.40775 3.9046e-07 4.533e-08 
0.0132 2.6023e-09 2.02137e-10 2.61014e-09 4.44161 3.93414e-07 4.6028e-08 
0.0133 2.64179e-09 2.06775e-10 2.64987e-09 4.47546 3.96367e-07 4.67314e-08 
0.0134 2.68158e-09 2.11484e-10 2.6899e-09 4.50932 3.9932e-07 4.74402e-08 
0.0135 2.72166e-09 2.16263e-10 2.73024e-09 4.54319 4.02272e-07 4.81545e-08 
0.0136 2.76203e-09 2.21115e-10 2.77087e-09 4.57706 4.05223e-07 4.88741e-08 
0.0137 2.8027e-09 2.26038e-10 2.8118e-09 4.61094 4.08174e-07 4.95992e-08 
0.0138 2.84367e-09 2.31035e-10 2.85304e-09 4.64482 4.11124e-07 5.03297e-08 
0.0139 2.88493e-09 2.36105e-10 2.89457e-09 4.6787 4.14074e-07 5.10656e-08 
0.014 2.92648e-09 2.41248e-10 2.93641e-09 4.71259 4.17022e-07 5.1807e-08 
0.0141 2.96833e-09 2.46466e-10 2.97855e-09 4.74649 4.1997e-07 5.25537e-08 
0.0142 3.01047e-09 2.51759e-10 3.02098e-09 4.78039 4.22918e-07 5.33059e-08 
0.0143 3.05291e-09 2.57128e-10 3.06372e-09 4.8143 4.25865e-07 5.40636e-08 
0.0144 3.09565e-09 2.62572e-10 3.10676e-09 4.84821 4.28811e-07 5.48266e-08 
0.0145 3.13868e-09 2.68093e-10 3.15011e-09 4.88212 4.31756e-07 5.55951e-08 
0.0146 3.182e-09 2.73691e-10 3.19375e-09 4.91605 4.34701e-07 5.63691e-08 
0.0147 3.22562e-09 2.79367e-10 3.23769e-09 4.94997 4.37645e-07 5.71485e-08 
0.0148 3.26953e-09 2.85121e-10 3.28194e-09 4.9839 4.40588e-07 5.79333e-08 
0.0149 3.31373e-09 2.90954e-10 3.32648e-09 5.01784 4.43531e-07 5.87236e-08 
0.015 3.35823e-09 2.96866e-10 3.37133e-09 5.05178 4.46472e-07 5.95193e-08 
0.0151 3.40303e-09 3.02858e-10 3.41648e-09 5.08573 4.49414e-07 6.03205e-08 
0.0152 3.44812e-09 3.0893e-10 3.46193e-09 5.11968 4.52354e-07 6.11271e-08 
0.0153 3.4935e-09 3.15084e-10 3.50768e-09 5.15364 4.55294e-07 6.19392e-08 
0.0154 3.53918e-09 3.21318e-10 3.55373e-09 5.18761 4.58233e-07 6.27568e-08 
0.0155 3.58515e-09 3.27635e-10 3.60009e-09 5.22158 4.61171e-07 6.35798e-08 
0.0156 3.63141e-09 3.34034e-10 3.64674e-09 5.25555 4.64108e-07 6.44083e-08 
0.0157 3.67797e-09 3.40517e-10 3.6937e-09 5.28953 4.67045e-07 6.52422e-08 
0.0158 3.72482e-09 3.47083e-10 3.74095e-09 5.32352 4.69981e-07 6.60816e-08 
0.0159 3.77196e-09 3.53733e-10 3.78851e-09 5.35751 4.72916e-07 6.69265e-08 
0.016 3.8194e-09 3.60469e-10 3.83637e-09 5.39151 4.75851e-07 6.77769e-08 
0.0161 3.86713e-09 3.67289e-10 3.88454e-09 5.42551 4.78784e-07 6.86328e-08 
0.0162 3.91516e-09 3.74195e-10 3.933e-09 5.45952 4.81717e-07 6.94941e-08 
0.0163 3.96348e-09 3.81188e-10 3.98177e-09 5.49353 4.84649e-07 7.03609e-08 
0.0164 4.01209e-09 3.88268e-10 4.03083e-09 5.52755 4.8758e-07 7.12332e-08 
0.0165 4.06099e-09 3.95435e-10 4.0802e-09 5.56158 4.90511e-07 7.2111e-08 
0.0166 4.11019e-09 4.0269e-10 4.12987e-09 5.59561 4.9344e-07 7.29943e-08 
0.0167 4.15968e-09 4.10034e-10 4.17984e-09 5.62965 4.96369e-07 7.38831e-08 
0.0168 4.20946e-09 4.17467e-10 4.23011e-09 5.6637 4.99297e-07 7.47774e-08 
0.0169 4.25954e-09 4.2499e-10 4.28069e-09 5.69775 5.02225e-07 7.56771e-08 
0.017 4.30991e-09 4.32602e-10 4.33157e-09 5.7318 5.05151e-07 7.65824e-08 
0.0171 4.36057e-09 4.40306e-10 4.38274e-09 5.76587 5.08076e-07 7.74932e-08 
0.0172 4.41152e-09 4.48101e-10 4.43422e-09 5.79994 5.11001e-07 7.84095e-08 
0.0173 4.46277e-09 4.55988e-10 4.48601e-09 5.83401 5.13925e-07 7.93313e-08 
0.0174 4.51431e-09 4.63968e-10 4.53809e-09 5.86809 5.16848e-07 8.02587e-08 
