0.0001 -96.5527 78.3363 1031.86 13134.7
0.0002 -96.5527 78.3363 1033.55 13136.4
0.0003 -96.5527 78.3363 1035.26 13138.1
0.0004 -96.5527 78.3363 1036.98 13139.8
0.0005 -96.5527 78.3363 1038.71 13141.5
0.0006 -96.5527 78.3363 1040.47 13143.2
0.0007 -96.5527 78.3363 1042.23 13145
0.0008 -96.5527 78.3363 1044.01 13146.8
0.0009 -96.5527 78.3363 1045.81 13148.5
0.001 -96.5527 78.3363 1047.62 13150.3
0.0011 -96.5527 78.3363 1049.44 13152.1
0.0012 -96.5527 78.3363 1051.28 13154
0.0013 -96.5527 78.3363 1053.13 13155.8
0.0014 -96.5527 78.3363 1055 13157.7
0.0015 -96.5527 78.3363 1056.89 13159.5
0.0016 -96.5527 78.3363 1058.78 13161.4
0.0017 -96.5527 78.3363 1060.7 13163.3
0.0018 -96.5527 78.3363 1062.62 13165.2
0.0019 -96.5527 78.3363 1064.57 13167.1
0.002 -96.5527 78.3363 1066.52 13169.1
0.0021 -96.5527 78.3363 1068.49 13171
0.0022 -96.5527 78.3363 1070.48 13173
0.0023 -96.5527 78.3363 1072.48 13175
0.0024 -96.5527 78.3363 1074.5 13177
0.0025 -96.5527 78.3363 1076.53 13179
0.0026 -96.5527 78.3363 1078.57 13181.1
0.0027 -96.5527 78.3363 1080.63 13183.1
0.0028 -96.5527 78.3363 1082.71 13185.2
0.0029 -96.5527 78.3363 1084.79 13187.2
0.003 -96.5527 78.3363 1086.9 13189.3
0.0031 -96.5527 78.3363 1089.02 13191.4
0.0032 -96.5527 78.3363 1091.15 13193.5
0.0033 -96.5527 78.3363 1093.3 13195.7
0.0034 -96.5527 78.3363 1095.46 13197.8
0.0035 -96.5527 78.3363 1097.64 13200
0.0036 -96.5527 78.3363 1099.83 13202.2
0.0037 -96.5527 78.3363 1102.04 13204.4
0.0038 -96.5527 78.3363 1104.27 13206.6
0.0039 -96.5527 78.3363 1106.5 13208.8
0.004 -96.5527 78.3363 1108.76 13211
0.0041 -96.5527 78.3363 1111.02 13213.3
0.0042 -96.5527 78.3363 1113.3 13215.6
0.0043 -96.5527 78.3363 1115.6 13217.8
0.0044 -96.5527 78.3363 1117.91 13220.1
0.0045 -96.5527 78.3363 1120.24 13222.4
0.0046 -96.5527 78.3363 1122.58 13224.8
0.0047 -96.5527 78.3363 1124.94 13227.1
0.0048 -96.5527 78.3363 1127.31 13229.5
0.0049 -96.5527 78.3363 1129.7 13231.8
0.005 -96.5527 78.3363 1132.1 13234.2
0.0051 -96.5527 78.3363 1134.51 13236.6
0.0052 -96.5527 78.3363 1136.95 13239
0.0053 -96.5527 78.3363 1139.39 13241.5
0.0054 -96.5527 78.3363 1141.85 13243.9
0.0055 -96.5527 78.3363 1144.33 13246.4
0.0056 -96.5527 78.3363 1146.82 13248.9
0.0057 -96.5527 78.3363 1149.33 13251.4
0.0058 -96.5527 78.3363 1151.85 13253.9
0.0059 -96.5527 78.3363 1154.38 13256.4
0.006 -96.5527 78.3363 1156.94 13258.9
0.0061 -96.5527 78.3363 1159.5 13261.5
0.0062 -96.5527 78.3363 1162.08 13264
0.0063 -96.5527 78.3363 1164.68 13266.6
0.0064 -96.5527 78.3363 1167.29 13269.2
0.0065 -96.5527 78.3363 1169.92 13271.8
0.0066 -96.5527 78.3363 1172.56 13274.5
0.0067 -96.5527 78.3363 1175.22 13277.1
0.0068 -96.5527 78.3363 1177.89 13279.8
0.0069 -96.5527 78.3363 1180.58 13282.4
0.007 -96.5527 78.3363 1183.28 13285.1
0.0071 -96.5527 78.3363 1185.99 13287.8
0.0072 -96.5527 78.3363 1188.73 13290.5
